web-scraper-order,web-scraper-start-url,team,team-href,name,idade,valorMercado,numero,posicao,equipa
"1668168900-1159","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Tiago Sá","11/01/1995 (26)","800 mil €","12","Guarda-Redes","SC Braga"
"1668168900-1160","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Bernardo Fontes","23/07/2002 (18)","","31","Guarda-Redes","SC Braga"
"1668168900-1161","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","David Carmo","19/07/1999 (21)","15,00 M €","16","Defesa Central","SC Braga"
"1668168900-1162","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","23/01/1999 (22)","7,00 M €","4","Defesa Central","SC Braga"
"1668168900-1163","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","08/01/1992 (29)","4,00 M €","15","Defesa Central","SC Braga"
"1668168900-1164","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Vítor Tormena","04/01/1996 (25)","3,00 M €","3","Defesa Central","SC Braga"
"1668168900-1165","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Bruno Rodrigues","08/06/2001 (20)","2,00 M €","86","Defesa Central","SC Braga"
"1668168900-1166","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","04/11/1989 (31)","1,00 M €","34","Defesa Central","SC Braga"
"1668168900-1167","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Rolando","31/08/1985 (35)","200 mil €","46","Defesa Central","SC Braga"
"1668168900-1168","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Guilherme Soares","08/02/2001 (20)","","42","Defesa Central","SC Braga"
"1668168900-1169","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Francisco Moura","16/08/1999 (21)","4,00 M €","74","Lateral Esquerdo","SC Braga"
"1668168900-1170","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Nuno Sequeira","19/08/1990 (30)","2,50 M €","5","Lateral Esquerdo","SC Braga"
"1668168900-1171","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Leonardo Buta","05/06/2002 (19)","450 mil €","50","Lateral Esquerdo","SC Braga"
"1668168900-1172","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","03/06/2002 (19)","5,00 M €","2","Lateral Direito","SC Braga"
"1668168900-1173","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","14/03/2000 (21)","2,50 M €","70","Lateral Direito","SC Braga"
"1668168900-1174","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","01/08/1995 (25)","500 mil €","13","Lateral Direito","SC Braga"
"1668168900-1175","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","André Ferreira","08/04/2003 (18)","275 mil €","72","Lateral Direito","SC Braga"
"1668168900-1176","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Dinis Pinto","24/08/2000 (20)","","76","Lateral Direito","SC Braga"
"1668168900-1177","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Al Musrati","06/04/1996 (25)","12,00 M €","8","Médio Defensivo","SC Braga"
"1668168900-1178","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","24/02/1996 (25)","2,00 M €","25","Médio Defensivo","SC Braga"
"1668168900-1179","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","25/07/2002 (18)","500 mil €","67","Médio Defensivo","SC Braga"
"1668168900-1180","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","David Veiga","10/02/2000 (21)","150 mil €","51","Médio Defensivo","SC Braga"
"1668168900-1181","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","André Horta","07/11/1996 (24)","5,00 M €","10","Médio Centro","SC Braga"
"1668168900-1182","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","10/07/1993 (27)","3,00 M €","7","Médio Centro","SC Braga"
"1668168900-1183","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Fransérgio","18/10/1990 (30)","2,50 M €","27","Médio Centro","SC Braga"
"1668168900-1184","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Eduardo Schürrle","17/08/2001 (19)","500 mil €","56","Médio Centro","SC Braga"
"1668168900-1185","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","André Castro","02/04/1988 (33)","500 mil €","88","Médio Centro","SC Braga"
"1668168900-1186","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","07/07/2003 (17)","3,00 M €","57","Médio Esquerdo","SC Braga"
"1668168900-1187","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","19/07/1995 (25)","4,50 M €","22","Médio Ofensivo","SC Braga"
"1668168900-1188","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Lucas Piazon","20/01/1994 (27)","3,50 M €","11","Médio Ofensivo","SC Braga"
"1668168900-1189","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Berna","16/08/2002 (18)","400 mil €","79","Médio Ofensivo","SC Braga"
"1668168900-1190","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Ricardo Horta","15/09/1994 (26)","20,00 M €","21","Extremo Esquerdo","SC Braga"
"1668168900-1191","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Galeno","22/10/1997 (23)","12,00 M €","90","Extremo Esquerdo","SC Braga"
"1668168900-1192","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","24/07/1993 (27)","4,80 M €","26","Extremo Esquerdo","SC Braga"
"1668168900-1193","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","21/11/2005 (15)","4,00 M €","78","Extremo Esquerdo","SC Braga"
"1668168900-1194","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","10/07/1994 (26)","6,00 M €","40","Extremo Direito","SC Braga"
"1668168900-1195","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Hernâni Infande","03/04/2001 (20)","500 mil €","71","Extremo Direito","SC Braga"
"1668168900-1196","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Kobamelo Kodisang","28/08/1999 (21)","300 mil €","40","Extremo Direito","SC Braga"
"1668168900-1197","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Abel Ruiz","28/01/2000 (21)","7,00 M €","9","Ponta de Lança","SC Braga"
"1668168900-1198","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","15/03/2000 (21)","6,00 M €","99","Ponta de Lança","SC Braga"
"1668168900-1199","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","25/02/1996 (25)","3,00 M €","19","Ponta de Lança","SC Braga"
"1668168900-1200","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Rui Fonte","23/04/1990 (31)","1,00 M €","17","Ponta de Lança","SC Braga"
"1668168900-1201","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","","28/01/2004 (17)","500 mil €","96","Ponta de Lança","SC Braga"
"1668168900-1202","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SC Braga","https://www.transfermarkt.pt/sc-braga/startseite/verein/1075/saison_id/2021","Edu Ribeiro","14/01/2001 (20)","150 mil €","81","Ponta de Lança","SC Braga"
"1668168904-1203","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Odysseas Vlachodimos","26/04/1994 (27)","15,00 M €","99","Guarda-Redes","SL Benfica"
"1668168904-1204","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Helton Leite","02/11/1990 (30)","3,00 M €","77","Guarda-Redes","SL Benfica"
"1668168904-1205","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Mile Svilar","27/08/1999 (21)","2,00 M €","1","Guarda-Redes","SL Benfica"
"1668168904-1206","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Leo Kokubo","23/01/2001 (20)","125 mil €","45","Guarda-Redes","SL Benfica"
"1668168904-1207","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Lucas Veríssimo","02/07/1995 (25)","10,00 M €","4","Defesa Central","SL Benfica"
"1668168904-1208","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","30/06/2001 (20)","10,00 M €","91","Defesa Central","SL Benfica"
"1668168904-1209","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Nicolás Otamendi","12/02/1988 (33)","3,50 M €","30","Defesa Central","SL Benfica"
"1668168904-1210","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","26/03/1997 (24)","3,50 M €","97","Defesa Central","SL Benfica"
"1668168904-1211","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Jan Vertonghen","24/04/1987 (34)","2,00 M €","5","Defesa Central","SL Benfica"
"1668168904-1212","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Tomás Araújo","16/05/2002 (19)","2,00 M €","72","Defesa Central","SL Benfica"
"1668168904-1213","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Pedro Álvaro","02/03/2000 (21)","300 mil €","89","Defesa Central","SL Benfica"
"1668168904-1214","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Alejandro Grimaldo","20/09/1995 (25)","20,00 M €","3","Lateral Esquerdo","SL Benfica"
"1668168904-1215","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Sandro Cruz","12/05/2001 (20)","650 mil €","57","Lateral Esquerdo","SL Benfica"
"1668168904-1216","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","24/03/1996 (25)","6,00 M €","22","Lateral Direito","SL Benfica"
"1668168904-1217","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Gilberto","07/03/1993 (28)","5,00 M €","2","Lateral Direito","SL Benfica"
"1668168904-1218","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","André Almeida","10/09/1990 (30)","1,50 M €","34","Lateral Direito","SL Benfica"
"1668168904-1219","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Julian Weigl","08/09/1995 (25)","22,00 M €","28","Médio Defensivo","SL Benfica"
"1668168904-1220","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","19/08/1999 (21)","5,00 M €","61","Médio Defensivo","SL Benfica"
"1668168904-1221","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Rafael Brito","19/01/2002 (19)","850 mil €","68","Médio Defensivo","SL Benfica"
"1668168904-1222","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","19/01/1993 (28)","10,00 M €","20","Médio Centro","SL Benfica"
"1668168904-1223","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","09/01/1999 (22)","6,50 M €","83","Médio Centro","SL Benfica"
"1668168904-1224","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","17/03/1994 (27)","5,00 M €","11","Médio Centro","SL Benfica"
"1668168904-1225","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","24/01/2002 (19)","5,00 M €","55","Médio Centro","SL Benfica"
"1668168904-1226","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Adel Taarabt","24/05/1989 (32)","2,50 M €","49","Médio Centro","SL Benfica"
"1668168904-1227","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Martim Neto","14/01/2003 (18)","1,50 M €","76","Médio Centro","SL Benfica"
"1668168904-1228","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","06/10/1989 (31)","4,00 M €","21","Médio Ofensivo","SL Benfica"
"1668168904-1229","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Éverton","22/03/1996 (25)","15,00 M €","7","Extremo Esquerdo","SL Benfica"
"1668168904-1230","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","15/02/1996 (25)","4,00 M €","23","Extremo Esquerdo","SL Benfica"
"1668168904-1231","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","28/09/1996 (24)","3,00 M €","31","Extremo Esquerdo","SL Benfica"
"1668168904-1232","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Diego Moreira","06/08/2004 (16)","750 mil €","96","Extremo Esquerdo","SL Benfica"
"1668168904-1233","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Diogo Gonçalves","06/02/1997 (24)","5,00 M €","17","Extremo Direito","SL Benfica"
"1668168904-1234","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Tiago Gouveia","18/06/2001 (20)","1,50 M €","47","Extremo Direito","SL Benfica"
"1668168904-1235","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Rafa Silva","17/05/1993 (28)","20,00 M €","27","Segundo Avançado","SL Benfica"
"1668168904-1236","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Luca Waldschmidt","19/05/1996 (25)","7,00 M €","10","Segundo Avançado","SL Benfica"
"1668168904-1237","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Darwin Núñez","24/06/1999 (22)","55,00 M €","9","Ponta de Lança","SL Benfica"
"1668168904-1238","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","27/11/1995 (25)","15,00 M €","15","Ponta de Lança","SL Benfica"
"1668168904-1239","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Gonçalo Ramos","20/06/2001 (20)","14,00 M €","88","Ponta de Lança","SL Benfica"
"1668168904-1240","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Haris Seferovic","22/02/1992 (29)","8,00 M €","14","Ponta de Lança","SL Benfica"
"1668168904-1241","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","25/03/1995 (26)","8,00 M €","95","Ponta de Lança","SL Benfica"
"1668168904-1242","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","Henrique Araújo","19/01/2002 (19)","5,00 M €","39","Ponta de Lança","SL Benfica"
"1668168904-1243","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","SL Benfica","https://www.transfermarkt.pt/benfica-lissabon/startseite/verein/294/saison_id/2021","","30/05/1991 (30)","2,00 M €","18","Ponta de Lança","SL Benfica"
"1668168909-1244","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Luís Maximiano","05/01/1999 (22)","12,00 M €","81","Guarda-Redes","Sporting CP"
"1668168909-1245","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Antonio Adán","13/05/1987 (34)","2,50 M €","1","Guarda-Redes","Sporting CP"
"1668168909-1246","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","","10/10/1999 (21)","1,00 M €","31","Guarda-Redes","Sporting CP"
"1668168909-1247","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Renan Ribeiro","23/03/1990 (31)","500 mil €","40","Guarda-Redes","Sporting CP"
"1668168909-1248","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","André Paulo","18/12/1996 (24)","100 mil €","22","Guarda-Redes","Sporting CP"
"1668168909-1249","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Diego Calai","18/07/2004 (16)","","41","Guarda-Redes","Sporting CP"
"1668168909-1250","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Gonçalo Inácio","25/08/2001 (19)","23,00 M €","25","Defesa Central","Sporting CP"
"1668168909-1251","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Sebastián Coates","07/10/1990 (30)","8,00 M €","4","Defesa Central","Sporting CP"
"1668168909-1252","https://www.transfermarkt.pt/liga-portugal-bwin/startseite/wettbewerb/PO1/plus/?saison_id=2021","Sporting CP","https://www.transfermarkt.pt/sporting-lissabon/startseite/verein/336/saison_id/2021","Zouhair Feddal","23/12/1989 (31)","2,50 M €","3","Defesa Central","Sporting CP"
